ORG_ID,DEPARTAMENTO_PAV,BANK_ACCOUNT_ID,BANK_ACCOUNT_NAME,BANK_ACCOUNT_NUM,RECEIPT_DATE,RECEIPT_NUMBER,ACTIVITY_ID,ACTIVITY_NAME,ACTIVITY_DESCRIPTION,ACT_IPLAUKU_SALTINIS,ACT_IPL_SALTINIO_PAV,ACT_IPL_SALTINIO_EIL_NR,ACT_IMOKOS_KODAS,ACT_EILES_NR,AMOUNT,RECEIPT_ID
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,28-APR-16,FC1374044369,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,700831.38,2144240
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,27-APR-16,FC1373114599,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,571255.44,2142212
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,26-APR-16,FC1371833861,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,635815.2,2140954
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,25-APR-16,FC1370634000,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,654820.04,2139829
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,20-APR-16,FC1366623637,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,404287.53,2138104
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,22-APR-16,FC1368693227,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,649300.39,2137688
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,21-APR-16,FC1367658460,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,418841.1,2137641
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,19-APR-16,FC1365488389,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,356466.25,2131664
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,18-APR-16,FC1364229739,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,3657304.56,2129088
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,15-APR-16,FC1362105793,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,1546749.31,2128736
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,15-APR-16,FC1361790562,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,78322.84,2128682
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,14-APR-16,FC1360945044,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,704628.97,2124923
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,13-APR-16,FC1360046422,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,56874.11,2123246
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,13-APR-16,FC1360045039,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,34466.85,2123245
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,13-APR-16,FC1360035685,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,501561.37,2123244
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,13-APR-16,FC1360033665,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,87226.22,2123243
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,12-APR-16,FC1358915266,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,1084660.48,2121498
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,11-APR-16,FC1357339462,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,67256.35,2118332
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,11-APR-16,FC1357334351,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,50700.21,2118331
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,11-APR-16,FC1357328980,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,553175.99,2118330
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,11-APR-16,FC1357319182,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,316846.93,2118321
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,11-APR-16,FC1357316133,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,706586.08,2118320
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,11-APR-16,FC1357312908,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,168090.48,2118319
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,11-APR-16,FC1357141068,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,1107889,2118221
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,08-APR-16,FC1355329515,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,53416.16,2116644
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,08-APR-16,FC1355320615,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,46356.12,2116602
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,08-APR-16,FC1355320344,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,542984.29,2116600
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,08-APR-16,FC1355320087,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,316722.98,2116599
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,08-APR-16,FC1355125137,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,994596.13,2116598
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,08-APR-16,FC1355348097,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,117264.52,2116772
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,08-APR-16,FC1355334861,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,214199.58,2116768
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,07-APR-16,FC1354158883,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,246524.07,2116359
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,07-APR-16,FC1354156802,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,72758.08,2116358
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,07-APR-16,FC1354156122,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,247439.69,2116357
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,07-APR-16,FC1354151236,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,138633.91,2116355
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,07-APR-16,FC1354146799,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,26857.84,2116354
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,07-APR-16,FC1354145817,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,208754.55,2116353
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,07-APR-16,FC1353969262,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,1022339.45,2116352
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,06-APR-16,FC1353255363,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,1321356.36,2115888
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,06-APR-16,FC1353254983,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,86676.08,2115887
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,06-APR-16,FC1353251201,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,218504.73,2115886
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,06-APR-16,FC1353250039,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,400319.41,2115885
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,06-APR-16,FC1353249707,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,25756.32,2115884
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,06-APR-16,FC1353138948,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,183505.46,2115883
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,05-APR-16,FC1351678584,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,607475.25,2115675
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,04-APR-16,FC1350677354,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,343096.4,2113359
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,01-APR-16,FC1348908201,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,1967292.22,2112860
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,31-MAR-16,FC1346927630,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,536862.96,2112169
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,10-MAR-16,FC1327501486,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,997428.04,2110777
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,21-MAR-16,FC1337217225,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,331984.77,2110833
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,18-MAR-16,FC1335264032,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,1028677.68,2110827
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,30-MAR-16,FC1345494064,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,371027.39,2109743
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,29-MAR-16,FC1343968672,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,278941.69,2109637
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,29-MAR-16,FC1343921210,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,201055.75,2109634
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,24-MAR-16,FC1340783170,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,280795.75,2109608
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,23-MAR-16,FC1339713197,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,407696.83,2109594
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,22-MAR-16,FC1338458784,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,208847.29,2109582
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,16-MAR-16,FC1333136916,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,3052249.72,2096779
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,17-MAR-16,FC1334209113,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,992244.47,2095215
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,17-MAR-16,FC1334203399,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,38771.11,2095214
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,15-MAR-16,FC1331344328,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,1376228.76,2092520
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,15-MAR-16,FC1331337100,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,535606.94,2092519
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,14-MAR-16,FC1330104932,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,1423443.38,2087408
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,09-MAR-16,FC1326315144,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,760268.17,2083055
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,08-MAR-16,FC1325439404,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,585686.07,2081681
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,07-MAR-16,FC1323883095,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,1241672.62,2080962
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,04-MAR-16,FC1321875186,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,873231.86,2080064
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,02-MAR-16,FC1320006292,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,348863.65,2078786
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,02-MAR-16,FC1319751899,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,123886.18,2078784
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,03-MAR-16,FC1321084329,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,97742.65,2079018
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,03-MAR-16,FC1321081930,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,72660.02,2079017
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,03-MAR-16,FC1321081162,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,427174.86,2079012
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,03-MAR-16,FC1321078645,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,511607.82,2079011
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,03-MAR-16,FC1321078253,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,43052.27,2079010
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,03-MAR-16,FC1321076645,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,46418.88,2079009
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,01-MAR-16,FC1319030938,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,2290242.03,2077927
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,29-FEB-16,FC1316701960,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,1298915.43,2074876
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,26-FEB-16,FC1314190985,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,7531263.51,2073379
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,25-FEB-16,FC1313084100,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,887653.7,2071617
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,23-FEB-16,FC1310856925,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,406797.92,2069688
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,24-FEB-16,FC1312076330,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,80405.91,2069714
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,22-FEB-16,FC1309670967,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,460468.86,2066233
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,19-FEB-16,FC1307668195,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,619901.27,2064113
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,18-FEB-16,FC1306864869,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,804706.53,2060915
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,17-FEB-16,FC1305050570,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,4467435.83,2058575
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,15-FEB-16,FC1303363786,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,1332890.2,2056703
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,05-JAN-16,FC1265797034,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,46.42,2052527
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,05-JAN-16,FC1265793134,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,212.16,2052501
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,06-JAN-16,FC1266665762,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,1699.38,2052533
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,06-JAN-16,FC1266670901,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,2432.84,2052294
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,06-JAN-16,FC1266670901,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,172637.39,2052293
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,06-JAN-16,FC1266670901,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,1489.8,2052292
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,06-JAN-16,FC1266670901,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,722.79,2052291
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,06-JAN-16,FC1266670901,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,4809.37,2052290
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,06-JAN-16,FC1266670901,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,2141.37,2052289
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,06-JAN-16,FC1266670901,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,208.76,2052288
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,06-JAN-16,FC1266670901,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,1035.72,2052287
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,06-JAN-16,FC1266670901,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,280304.45,2052286
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,06-JAN-16,FC1266670901,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,776.21,2052285
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,06-JAN-16,FC1266670901,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,4750.45,2052284
1366,"Biudžeto skyrius EUR",99929,"32773 EUR biudž",LT954010042403632773,06-JAN-16,FC1266670901,5684,223K,"Nedetalizuotos pajamos",VMI,"Pajamos iš mokesčių inspekcijos",1,22K,,1107159.46,2052283
